datetime;pulses_per_minute
2022-12-24 12:12:57;17
2022-12-24 12:13:57;26
2022-12-24 12:14:57;20
2022-12-24 12:15:57;20
2022-12-24 12:16:57;17
2022-12-24 12:17:57;15
2022-12-24 12:18:57;14
2022-12-24 12:19:57;7
2022-12-24 12:20:57;18
2022-12-24 12:21:57;16
2022-12-24 12:22:57;12
2022-12-24 12:23:57;12
2022-12-24 12:24:57;11
2022-12-24 12:25:57;18
2022-12-24 12:26:57;18
2022-12-24 12:27:57;18
2022-12-24 12:28:57;13
2022-12-24 12:29:57;17
2022-12-24 12:30:57;18
2022-12-24 12:31:57;19
2022-12-24 12:32:57;24
2022-12-24 12:33:57;11
2022-12-24 12:34:57;14
2022-12-24 12:35:57;15
2022-12-24 12:36:57;13
2022-12-24 12:37:57;23
2022-12-24 12:38:57;18
2022-12-24 12:39:57;13
2022-12-24 12:40:57;17
2022-12-24 12:41:57;18
2022-12-24 12:42:57;13
2022-12-24 12:43:57;16
2022-12-24 12:44:57;21
2022-12-24 12:45:57;16
2022-12-24 12:46:57;14
2022-12-24 12:47:57;10
2022-12-24 12:48:57;16
2022-12-24 12:49:57;24
2022-12-24 12:50:57;18
2022-12-24 12:51:57;12
2022-12-24 12:52:57;11
2022-12-24 12:53:57;18
2022-12-24 12:54:57;25
2022-12-24 12:55:57;17
2022-12-24 12:56:57;24
2022-12-24 12:57:57;19
2022-12-24 12:58:57;13
2022-12-24 12:59:57;18
2022-12-24 13:0:57;21
2022-12-24 13:1:57;12
2022-12-24 13:2:57;14
2022-12-24 13:3:57;11
2022-12-24 13:4:57;16
2022-12-24 13:5:57;16
2022-12-24 13:6:57;21
2022-12-24 13:7:57;21
2022-12-24 13:8:57;9
2022-12-24 13:9:57;9
2022-12-24 13:10:57;15
2022-12-24 13:11:57;12
2022-12-24 13:12:57;18
2022-12-24 13:13:57;13
2022-12-24 13:14:57;20
2022-12-24 13:15:57;13
2022-12-24 13:16:57;14
2022-12-24 13:17:57;9
2022-12-24 13:18:57;25
2022-12-24 13:19:57;22
2022-12-24 13:20:57;17
2022-12-24 13:21:57;18
2022-12-24 13:22:57;14
2022-12-24 13:23:57;20
2022-12-24 13:24:57;12
2022-12-24 13:25:57;10
2022-12-24 13:26:57;13
2022-12-24 13:27:57;15
2022-12-24 13:28:57;17
2022-12-24 13:29:57;22
2022-12-24 13:30:57;21
2022-12-24 13:31:57;16
2022-12-24 13:32:57;14
2022-12-24 13:33:57;15
2022-12-24 13:34:57;17
2022-12-24 13:35:57;18
2022-12-24 13:36:57;19
2022-12-24 13:37:57;16
2022-12-24 13:38:57;20
2022-12-24 13:39:57;22
2022-12-24 13:40:57;14
2022-12-24 13:41:57;10
2022-12-24 13:42:57;12
2022-12-24 13:43:57;13
2022-12-24 13:44:57;16
2022-12-24 13:45:57;19
2022-12-24 13:46:57;16
2022-12-24 13:47:57;16
2022-12-24 13:48:57;17
2022-12-24 13:49:57;12
2022-12-24 13:50:57;17
2022-12-24 13:51:57;11
2022-12-24 13:52:57;19
2022-12-24 13:53:57;20
2022-12-24 13:54:57;16
2022-12-24 13:55:57;16
2022-12-24 13:56:57;19
2022-12-24 13:57:57;23
2022-12-24 13:58:57;17
2022-12-24 13:59:57;11
2022-12-24 14:0:57;12
2022-12-24 14:1:57;18
2022-12-24 14:2:57;17
2022-12-24 14:3:57;20
2022-12-24 14:4:57;19
2022-12-24 14:5:57;15
2022-12-24 14:6:57;16
2022-12-24 14:7:57;19
2022-12-24 14:8:57;15
2022-12-24 14:9:57;14
2022-12-24 14:10:57;13
2022-12-24 14:11:57;11
2022-12-24 14:12:57;11
2022-12-24 14:13:57;17
2022-12-24 14:14:57;22
2022-12-24 14:15:57;17
2022-12-24 14:16:57;18
2022-12-24 14:17:57;19
2022-12-24 14:18:57;19
2022-12-24 14:19:57;14
2022-12-24 14:20:57;9
2022-12-24 14:22:50;10
2022-12-24 14:23:50;15
2022-12-24 14:24:50;22
2022-12-24 14:25:50;11
2022-12-24 14:26:50;28
2022-12-24 14:27:50;25
2022-12-24 14:28:50;26
2022-12-24 14:29:50;22
2022-12-24 14:30:50;17
2022-12-24 14:31:50;20
2022-12-24 14:32:50;22
2022-12-24 14:33:50;11
2022-12-24 14:34:50;15
2022-12-24 14:35:50;12
2022-12-24 14:36:50;12
2022-12-24 14:37:50;18
2022-12-24 14:38:50;18
2022-12-24 14:39:50;23
2022-12-24 14:40:50;14
2022-12-24 14:41:50;13
2022-12-24 14:42:50;11
2022-12-24 14:43:50;11
2022-12-24 14:44:50;18
2022-12-24 14:45:50;18
2022-12-24 14:46:50;11
2022-12-24 14:47:50;18
2022-12-24 14:48:50;20
2022-12-24 14:49:50;12
2022-12-24 14:50:50;18
2022-12-24 14:51:50;15
2022-12-24 14:52:50;17
2022-12-24 14:53:50;16
2022-12-24 14:54:50;13
2022-12-24 14:55:50;20
2022-12-24 14:56:50;15
2022-12-24 14:57:50;11
2022-12-24 14:58:50;13
2022-12-24 14:59:50;17
2022-12-24 15:0:50;16
2022-12-24 15:1:50;13
2022-12-24 15:2:50;19
2022-12-24 15:3:50;22
2022-12-24 15:4:50;20
2022-12-24 15:5:50;23
2022-12-24 15:6:50;15
2022-12-24 15:7:50;19
2022-12-24 15:8:50;23
2022-12-24 15:9:50;19
2022-12-24 15:10:50;13
2022-12-24 15:11:50;15
2022-12-24 15:12:50;19
2022-12-24 15:13:50;27
2022-12-24 15:14:50;30
2022-12-24 15:15:50;18
2022-12-24 15:16:50;25
2022-12-24 15:17:50;31
2022-12-24 15:18:50;25
2022-12-24 15:19:50;22
2022-12-24 15:20:50;26
2022-12-24 15:21:50;20
2022-12-24 15:22:50;30
2022-12-24 15:23:50;23
2022-12-24 15:24:50;23
2022-12-24 15:25:50;22
2022-12-24 15:26:50;25
2022-12-24 15:27:50;18
2022-12-24 15:28:50;21
2022-12-24 15:29:50;17
2022-12-24 15:30:50;25
2022-12-24 15:31:50;28
2022-12-24 15:32:50;25
2022-12-24 15:33:50;29
2022-12-24 15:34:50;25
2022-12-24 15:35:50;23
2022-12-24 15:36:50;27
2022-12-24 15:37:50;22
2022-12-24 15:38:50;19
2022-12-24 15:39:50;20
2022-12-24 15:40:50;37
2022-12-24 15:41:50;19
2022-12-24 15:42:50;24
2022-12-24 15:43:50;21
2022-12-24 15:44:50;22
2022-12-24 15:45:50;18
2022-12-24 15:46:50;29
2022-12-24 15:47:50;28
2022-12-24 15:48:50;22
2022-12-24 15:49:50;28
2022-12-24 15:50:50;29
2022-12-24 15:51:50;28
2022-12-24 15:52:50;31
2022-12-24 15:53:50;25
2022-12-24 15:54:50;25
2022-12-24 15:55:50;28
2022-12-24 15:56:50;26
2022-12-24 15:57:50;26
2022-12-24 15:58:50;31
2022-12-24 15:59:50;30
2022-12-24 16:0:50;23
2022-12-24 16:1:50;19
2022-12-24 16:2:50;17
2022-12-24 16:3:50;27
2022-12-24 16:4:50;26
2022-12-24 16:5:50;28
2022-12-24 16:6:50;29
2022-12-24 16:7:50;18
2022-12-24 16:8:50;20
2022-12-24 16:9:50;22
2022-12-24 16:10:50;23
2022-12-24 16:11:50;21
2022-12-24 16:12:50;20
2022-12-24 16:13:50;20
2022-12-24 16:14:50;26
2022-12-24 16:15:50;19
2022-12-24 16:16:50;20
2022-12-24 16:17:50;30
2022-12-24 16:18:50;24
2022-12-24 16:19:50;23
2022-12-24 16:20:50;30
2022-12-24 16:21:50;28
2022-12-24 16:22:50;25
2022-12-24 16:23:50;27
2022-12-24 16:24:50;24
2022-12-24 16:25:50;30
2022-12-24 16:26:50;28
2022-12-24 16:27:50;32
2022-12-24 16:28:50;26
2022-12-24 16:29:50;16
2022-12-24 16:30:50;17
2022-12-24 16:31:50;25
2022-12-24 16:32:50;29
2022-12-24 16:33:50;22
2022-12-24 16:34:50;22
2022-12-24 16:35:50;26
2022-12-24 16:36:50;26
2022-12-24 16:37:50;20
2022-12-24 16:38:50;21
2022-12-24 16:39:50;21
2022-12-24 16:40:50;22
2022-12-24 16:41:50;24
2022-12-24 16:42:50;29
2022-12-24 16:43:50;20
2022-12-24 16:44:50;26
2022-12-24 16:45:50;33
2022-12-24 16:46:50;23
2022-12-24 16:47:50;22
2022-12-24 16:48:50;33
2022-12-24 16:49:50;32
2022-12-24 16:50:50;21
2022-12-24 16:51:50;31
2022-12-24 16:52:50;29
2022-12-24 16:53:50;24
2022-12-24 16:54:50;31
2022-12-24 16:55:50;29
2022-12-24 16:56:50;15
2022-12-24 16:57:50;29
2022-12-24 16:58:50;27
2022-12-24 16:59:50;25
2022-12-24 17:0:50;17
2022-12-24 17:1:50;33
2022-12-24 17:2:50;17
2022-12-24 17:3:50;23
2022-12-24 17:4:50;29
2022-12-24 17:5:50;27
2022-12-24 17:6:50;18
2022-12-24 17:7:50;16
2022-12-24 17:8:50;26
2022-12-24 17:9:50;22
2022-12-24 17:10:50;23
2022-12-24 17:11:50;15
2022-12-24 17:12:50;25
2022-12-24 17:13:50;30
2022-12-24 17:14:50;22
2022-12-24 17:15:50;26
2022-12-24 17:16:50;17
2022-12-24 17:17:50;15
2022-12-24 17:18:50;25
2022-12-24 17:19:50;20
2022-12-24 17:20:50;25
2022-12-24 17:21:50;19
